sample_id,study_name,PMID,sample_accession,study_accession,bedaquiline,clofazimine,linezolid,delamanid,delamanid
SRR6797288,battaglia2020,,SRR6797288,NA,0,NA,NA,1,
SRR6797641,battaglia2020,,SRR6797641,NA,NA,NA,NA,0,
SRR6797800,battaglia2020,,SRR6797800,NA,NA,NA,NA,0,
SRR6797802,battaglia2020,,SRR6797802,NA,NA,NA,NA,0,
SRR6797345,battaglia2020,,SRR6797345,NA,NA,NA,NA,0,
SRR6797507,battaglia2020,,SRR6797507,NA,NA,NA,NA,1,
SRR6797677,battaglia2020,,SRR6797677,NA,NA,NA,NA,1,
SRR6797679,battaglia2020,,SRR6797679,NA,NA,NA,NA,1,
SRR6797859,battaglia2020,,SRR6797859,NA,NA,NA,NA,0,
SRR6797449,battaglia2020,,SRR6797449,NA,0,NA,NA,NA,
SRR6797450,battaglia2020,,SRR6797450,NA,NA,NA,NA,1,
SRR6797615,battaglia2020,,SRR6797615,NA,0,NA,NA,NA,
SRR6797598,battaglia2020,,SRR6797598,NA,NA,NA,NA,0,
SRR6797752,battaglia2020,,SRR6797752,NA,NA,NA,NA,0,
SRR6797428,battaglia2020,,SRR6797428,NA,NA,NA,NA,1,
SRR6797433,battaglia2020,,SRR6797433,NA,NA,NA,NA,1,
SRR6797865,battaglia2020,,SRR6797865,NA,NA,NA,NA,1,
SRR6797305,battaglia2020,,SRR6797305,NA,NA,NA,NA,0,
SRR6832003,battaglia2020,,SRR6832003,NA,NA,NA,NA,1,
SRR6832423,battaglia2020,,SRR6832423,NA,0,NA,NA,NA,
SRR6832549,battaglia2020,,SRR6832549,NA,NA,NA,NA,1,
SRR6832602,battaglia2020,,SRR6832602,NA,NA,NA,NA,0,
SRR6832668,battaglia2020,,SRR6832668,NA,NA,NA,NA,0,
SRR6856097,battaglia2020,,SRR6856097,NA,NA,NA,NA,0,
SRR6855760,battaglia2020,,SRR6855760,NA,NA,NA,NA,1,
SRR6855839,battaglia2020,,SRR6855839,NA,NA,NA,NA,0,
SRR6855955,battaglia2020,,SRR6855955,NA,NA,NA,NA,0,
SRR6856018,battaglia2020,,SRR6856018,NA,0,NA,NA,NA,
SRR6856020,battaglia2020,,SRR6856020,NA,NA,NA,NA,0,
SRR6855790,battaglia2020,,SRR6855790,NA,NA,NA,NA,1,
SRR6855855,battaglia2020,,SRR6855855,NA,NA,NA,NA,0,
SRR6855908,battaglia2020,,SRR6855908,NA,0,NA,NA,NA,
SRR6896487,battaglia2020,,SRR6896487,NA,NA,NA,NA,0,
SRR6896525,battaglia2020,,SRR6896525,NA,NA,NA,NA,0,
SRR6896312,battaglia2020,,SRR6896312,NA,0,NA,NA,NA,
SRR6896422,battaglia2020,,SRR6896422,NA,NA,NA,NA,0,
SRR6896599,battaglia2020,,SRR6896599,NA,NA,NA,NA,0,
SRR6896574,battaglia2020,,SRR6896574,NA,NA,NA,NA,0,
SRR6896562,battaglia2020,,SRR6896562,NA,NA,NA,NA,0,
SRR6896177,battaglia2020,,SRR6896177,NA,NA,NA,NA,0,
SRR6896395,battaglia2020,,SRR6896395,NA,NA,NA,NA,1,
SRR6936723,battaglia2020,,SRR6936723,NA,NA,NA,NA,0,
SRR6936675,battaglia2020,,SRR6936675,NA,NA,NA,NA,0,
SRR6936705,battaglia2020,,SRR6936705,NA,NA,NA,NA,0,
SRR6936634,battaglia2020,,SRR6936634,NA,NA,NA,NA,0,
SRR6936775,battaglia2020,,SRR6936775,NA,NA,NA,NA,0,
SRR6936661,battaglia2020,,SRR6936661,NA,NA,NA,NA,0,
SRR6964609,battaglia2020,,SRR6964609,NA,0,NA,NA,NA,
SRR6964493,battaglia2020,,SRR6964493,NA,NA,NA,NA,0,
SRR6964638,battaglia2020,,SRR6964638,NA,1,NA,NA,NA,
SRR6964635,battaglia2020,,SRR6964635,NA,NA,NA,NA,0,
SRR6964508,battaglia2020,,SRR6964508,NA,0,NA,NA,NA,
SRR6964511,battaglia2020,,SRR6964511,NA,NA,NA,NA,0,
SRR6964510,battaglia2020,,SRR6964510,NA,NA,NA,NA,0,
SRR6964661,battaglia2020,,SRR6964661,NA,0,NA,NA,NA,
SRR6964496,battaglia2020,,SRR6964496,NA,NA,NA,NA,0,
SRR6964675,battaglia2020,,SRR6964675,NA,NA,NA,NA,0,
SRR6964672,battaglia2020,,SRR6964672,NA,0,NA,NA,NA,
SRR6964594,battaglia2020,,SRR6964594,NA,1,NA,NA,NA,
SRR6964603,battaglia2020,,SRR6964603,NA,0,NA,NA,NA,
SRR6964566,battaglia2020,,SRR6964566,NA,0,NA,NA,NA,
SRR6964567,battaglia2020,,SRR6964567,NA,NA,NA,NA,1,
SRR6964563,battaglia2020,,SRR6964563,NA,0,NA,NA,NA,
SRR6964587,battaglia2020,,SRR6964587,NA,0,NA,NA,NA,
SRR6964557,battaglia2020,,SRR6964557,NA,NA,NA,NA,1,
SRR6981949,battaglia2020,,SRR6981949,NA,NA,NA,NA,0,
SRR6982330,battaglia2020,,SRR6982330,NA,NA,NA,NA,0,
SRR6982287,battaglia2020,,SRR6982287,NA,0,NA,NA,NA,
SRR6982305,battaglia2020,,SRR6982305,NA,NA,NA,NA,1,
SRR6982151,battaglia2020,,SRR6982151,NA,0,NA,NA,NA,
SRR6982161,battaglia2020,,SRR6982161,NA,0,NA,NA,NA,
SRR6982504,battaglia2020,,SRR6982504,NA,NA,NA,NA,0,
ERR2199757,beckert2020,,ERR2199757,PRJEB6273,0,0,NA,NA,
ERR552875,beckert2020,,ERR552875,PRJEB6273,0,0,NA,NA,
ERR552405,beckert2020,,ERR552405,PRJEB6273,0,0,NA,NA,
ERR551231,beckert2020,,ERR551231,PRJEB6273,0,0,NA,NA,
ERR552870,beckert2020,,ERR552870,PRJEB6273,0,0,NA,NA,
ERR551280,beckert2020,,ERR551280,PRJEB6273,0,0,NA,NA,
ERR550861,beckert2020,,ERR550861,PRJEB6273,0,0,NA,NA,
ERR551014,beckert2020,,ERR551014,PRJEB6273,0,0,NA,NA,
ERR552221,beckert2020,,ERR552221,PRJEB6273,0,0,NA,NA,
ERR2199811,beckert2020,,ERR2199811,PRJEB6273,0,0,NA,NA,
ERR2199842,beckert2020,,ERR2199842,PRJEB9680,0,0,NA,NA,
ERR552193,beckert2020,,ERR552193,PRJEB6273,0,0,NA,NA,
ERR2199932,beckert2020,,ERR2199932,PRJEB9680,0,0,NA,NA,
ERR552491,beckert2020,,ERR552491,PRJEB6273,0,0,NA,NA,
ERR552754,beckert2020,,ERR552754,PRJEB6273,0,0,NA,NA,
ERR551609,beckert2020,,ERR551609,PRJEB6273,0,0,NA,NA,
ERR550741,beckert2020,,ERR550741,PRJEB6273,0,0,NA,NA,
ERR553230,beckert2020,,ERR553230,PRJEB6273,0,0,NA,NA,
ERR552637,beckert2020,,ERR552637,PRJEB6273,0,0,NA,NA,
ERR2199982,beckert2020,,ERR2199982,PRJEB9680,0,0,NA,NA,
ERR2199988,beckert2020,,ERR2199988,PRJEB6273,0,0,NA,NA,
ERR552599,beckert2020,,ERR552599,PRJEB6273,0,0,NA,NA,
ERR2199994,beckert2020,,ERR2199994,PRJEB6273,0,0,NA,NA,
ERR552540,beckert2020,,ERR552540,PRJEB6273,0,0,NA,NA,
ERR2200022,beckert2020,,ERR2200022,PRJEB6273,0,0,NA,NA,
ERR552764,beckert2020,,ERR552764,PRJEB6273,0,0,NA,NA,
ERR552484,beckert2020,,ERR552484,PRJEB6273,0,0,NA,NA,
ERR552743,beckert2020,,ERR552743,PRJEB7281,0,0,NA,NA,
ERR2200094,beckert2020,,ERR2200094,PRJEB6273,0,0,NA,NA,
ERR552572,beckert2020,,ERR552572,PRJEB6273,0,1,NA,NA,
ERR552612,beckert2020,,ERR552612,PRJEB6273,0,0,NA,NA,
ERR552124,beckert2020,,ERR552124,PRJEB6273,0,0,NA,NA,
ERR552745,beckert2020,,ERR552745,PRJEB6273,0,0,NA,NA,
ERR552149,beckert2020,,ERR552149,PRJEB6273,0,0,NA,NA,
ERR553134,beckert2020,,ERR553134,PRJEB6273,0,0,NA,NA,
ERR552070,beckert2020,,ERR552070,PRJEB6273,0,0,NA,NA,
ERR551536,beckert2020,,ERR551536,PRJEB6273,0,0,NA,NA,
SRR9028476,ghodousi2019,,SRR9028476,NA,1,NA,NA,NA,
SRR9028477,ghodousi2019,,SRR9028477,NA,1,NA,NA,NA,
SRR9028478,ghodousi2019,,SRR9028478,NA,0,1,NA,NA,
SRR9028479,ghodousi2019,,SRR9028479,NA,0,0,NA,NA,
SRR9028480,ghodousi2019,,SRR9028480,NA,0,NA,NA,NA,
SRR9028481,ghodousi2019,,SRR9028481,NA,0,0,NA,NA,
SRR9028482,ghodousi2019,,SRR9028482,NA,0,0,NA,NA,
SRR9028483,ghodousi2019,,SRR9028483,NA,0,0,NA,NA,
SRR9028484,ghodousi2019,,SRR9028484,NA,0,NA,NA,NA,
SRR9028485,ghodousi2019,,SRR9028485,NA,1,1,NA,NA,
SRR9028486,ghodousi2019,,SRR9028486,NA,0,0,NA,NA,
SRR9028487,ghodousi2019,,SRR9028487,NA,0,0,NA,NA,
SRR9028488,ghodousi2019,,SRR9028488,NA,0,NA,NA,NA,
SRR9028489,ghodousi2019,,SRR9028489,NA,1,1,NA,NA,
SRR9028490,ghodousi2019,,SRR9028490,NA,0,NA,NA,NA,
SRR9028491,ghodousi2019,,SRR9028491,NA,0,1,NA,NA,
SRR9028492,ghodousi2019,,SRR9028492,NA,1,1,NA,NA,
SRR9028493,ghodousi2019,,SRR9028493,NA,0,NA,NA,NA,
SRR9028494,ghodousi2019,,SRR9028494,NA,0,1,NA,NA,
SRR6339662,martinez2018,,SRR6339662,NA,0,NA,NA,NA,
SRR6339644,martinez2018,,SRR6339644,NA,0,NA,NA,NA,
SRR6339663,martinez2018,,SRR6339663,NA,0,NA,NA,NA,
SRR6339640,martinez2018,,SRR6339640,NA,0,NA,NA,NA,
SRR6339660,martinez2018,,SRR6339660,NA,0,NA,NA,NA,
SRR6339661,martinez2018,,SRR6339661,NA,0,NA,NA,NA,
SRR6339636,martinez2018,,SRR6339636,NA,0,NA,NA,NA,
SRR6339641,martinez2018,,SRR6339641,NA,0,NA,NA,NA,
SRR6339637,martinez2018,,SRR6339637,NA,0,NA,NA,NA,
SRR6339651,martinez2018,,SRR6339651,NA,0,NA,NA,NA,
SRR6339648,martinez2018,,SRR6339648,NA,0,NA,NA,NA,
SRR6339666,martinez2018,,SRR6339666,NA,0,NA,NA,NA,
SRR6339659,martinez2018,,SRR6339659,NA,0,NA,NA,NA,
SRR6339645,martinez2018,,SRR6339645,NA,0,NA,NA,NA,
SRR6339642,martinez2018,,SRR6339642,NA,0,NA,NA,NA,
SRR6339653,martinez2018,,SRR6339653,NA,1,NA,NA,NA,
SRR6339643,martinez2018,,SRR6339643,NA,0,NA,NA,NA,
SRR6339667,martinez2018,,SRR6339667,NA,0,NA,NA,NA,
SRR6339650,martinez2018,,SRR6339650,NA,0,NA,NA,NA,
SRR6339655,martinez2018,,SRR6339655,NA,0,NA,NA,NA,
SRR6339664,martinez2018,,SRR6339664,NA,0,NA,NA,NA,
SRR6339665,martinez2018,,SRR6339665,NA,0,NA,NA,NA,
SRR6339649,martinez2018,,SRR6339649,NA,0,NA,NA,NA,
SRR6339656,martinez2018,,SRR6339656,NA,0,NA,NA,NA,
SRR6339652,martinez2018,,SRR6339652,NA,1,NA,NA,NA,
SRR6339639,martinez2018,,SRR6339639,NA,0,NA,NA,NA,
SRR6339658,martinez2018,,SRR6339658,NA,0,NA,NA,NA,
SRR6339657,martinez2018,,SRR6339657,NA,0,NA,NA,NA,
SRR6339638,martinez2018,,SRR6339638,NA,0,NA,NA,NA,
SRR6339654,martinez2018,,SRR6339654,NA,0,NA,NA,NA,
SRR6339647,martinez2018,,SRR6339647,NA,0,NA,NA,NA,
SRR6339646,martinez2018,,SRR6339646,NA,0,NA,NA,NA,
SRR7232581,martinez2018,,SRR7232581,NA,0,NA,NA,NA,
SRR5817476,martinez2018,,SRR5817476,NA,1,NA,NA,NA,
SRR5817477,martinez2018,,SRR5817477,NA,0,NA,NA,NA,
SRR5817462,martinez2018,,SRR5817462,NA,0,NA,NA,NA,
SRR5817467,martinez2018,,SRR5817467,NA,0,NA,NA,NA,
SRR5817463,martinez2018,,SRR5817463,NA,0,NA,NA,NA,
SRR5817468,martinez2018,,SRR5817468,NA,0,NA,NA,NA,
SRR5817466,martinez2018,,SRR5817466,NA,0,NA,NA,NA,
SRR5817480,martinez2018,,SRR5817480,NA,0,NA,NA,NA,
SRR5817470,martinez2018,,SRR5817470,NA,0,NA,NA,NA,
SRR5817475,martinez2018,,SRR5817475,NA,0,NA,NA,NA,
SRR5817471,martinez2018,,SRR5817471,NA,0,NA,NA,NA,
SRR5817479,martinez2018,,SRR5817479,NA,0,NA,NA,NA,
SRR5817469,martinez2018,,SRR5817469,NA,0,NA,NA,NA,
SRR5817464,martinez2018,,SRR5817464,NA,0,NA,NA,NA,
SRR5817473,martinez2018,,SRR5817473,NA,0,NA,NA,NA,
SRR5817478,martinez2018,,SRR5817478,NA,0,NA,NA,NA,
SRR5817472,martinez2018,,SRR5817472,NA,0,NA,NA,NA,
SRR5817481,martinez2018,,SRR5817481,NA,0,NA,NA,NA,
SRR5817465,martinez2018,,SRR5817465,NA,0,NA,NA,NA,
SRR9971365,nimmo2020,,SRR9971365,NA,0,1,NA,NA,
SRR9971366,nimmo2020,,SRR9971366,NA,0,1,NA,NA,
SRR9971019,nimmo2020,,SRR9971019,NA,0,0,NA,NA,
SRR9971193,nimmo2020,,SRR9971193,NA,0,1,NA,NA,
SRR9970995,nimmo2020,,SRR9970995,NA,0,0,NA,NA,
SRR9971057,nimmo2020,,SRR9971057,NA,0,NA,NA,NA,
SRR9971143,nimmo2020,,SRR9971143,NA,1,1,NA,NA,
SRR9971242,nimmo2020,,SRR9971242,NA,0,1,NA,NA,
SRR9971254,nimmo2020,,SRR9971254,NA,1,1,NA,NA,
SRR9971329,nimmo2020,,SRR9971329,NA,1,1,NA,NA,
SRR9971255,nimmo2020,,SRR9971255,NA,1,1,NA,NA,
SRR9971180,nimmo2020,,SRR9971180,NA,0,1,NA,NA,
SRR9971285,nimmo2020,,SRR9971285,NA,0,0,NA,NA,
SRR9971028,nimmo2020,,SRR9971028,NA,0,0,NA,NA,
SRR9971176,nimmo2020,,SRR9971176,NA,0,1,NA,NA,
SRR9971308,nimmo2020,,SRR9971308,NA,1,1,NA,NA,
SRR9971228,nimmo2020,,SRR9971228,NA,0,0,NA,NA,
SRR11349170,nimmo2020,,SRR11349170,NA,1,1,NA,NA,
SRR9971095,nimmo2020,,SRR9971095,NA,0,1,NA,NA,
SRR9971062,nimmo2020,,SRR9971062,NA,1,1,NA,NA,
SRR9971210,nimmo2020,,SRR9971210,NA,0,0,NA,NA,
SRR9971358,nimmo2020,,SRR9971358,NA,0,1,NA,NA,
SRR9971141,nimmo2020,,SRR9971141,NA,1,1,NA,NA,
SRR9971248,nimmo2020,,SRR9971248,NA,0,1,NA,NA,
SRR9971083,nimmo2020,,SRR9971083,NA,0,1,NA,NA,
SRR9971166,nimmo2020,,SRR9971166,NA,0,1,NA,NA,
SRR9971117,nimmo2020,,SRR9971117,NA,1,1,NA,NA,
SRR9971082,nimmo2020,,SRR9971082,NA,0,1,NA,NA,
SRR8651556,chen2019;gomes2021,,SRR8651556,NA,NA,0,NA,NA,
SRR8651557,chen2019;gomes2021,,SRR8651557,NA,NA,0,NA,NA,
SRR8651558,chen2019;gomes2021,,SRR8651558,NA,NA,0,NA,NA,
SRR8651559,chen2019;gomes2021,,SRR8651559,NA,NA,0,NA,NA,
SRR8651560,chen2019;gomes2021,,SRR8651560,NA,NA,0,NA,NA,
SRR8651561,chen2019;gomes2021,,SRR8651561,NA,NA,0,NA,NA,
SRR8651562,chen2019;gomes2021,,SRR8651562,NA,NA,1,NA,NA,
SRR8651563,chen2019;gomes2021,,SRR8651563,NA,NA,0,NA,NA,
SRR8651554,chen2019;gomes2021,,SRR8651554,NA,NA,0,NA,NA,
SRR8651555,chen2019;gomes2021,,SRR8651555,NA,NA,0,NA,NA,
SRR8651648,chen2019;gomes2021,,SRR8651648,NA,NA,0,NA,NA,
SRR8651649,chen2019;gomes2021,,SRR8651649,NA,NA,0,NA,NA,
SRR8651650,chen2019;gomes2021,,SRR8651650,NA,NA,0,NA,NA,
SRR8651651,chen2019;gomes2021,,SRR8651651,NA,NA,0,NA,NA,
SRR8651644,chen2019;gomes2021,,SRR8651644,NA,NA,0,NA,NA,
SRR8651645,chen2019;gomes2021,,SRR8651645,NA,NA,0,NA,NA,
SRR8651646,chen2019;gomes2021,,SRR8651646,NA,NA,0,NA,NA,
SRR8651647,chen2019;gomes2021,,SRR8651647,NA,NA,0,NA,NA,
SRR8651642,chen2019;gomes2021,,SRR8651642,NA,NA,0,NA,NA,
SRR8651643,chen2019;gomes2021,,SRR8651643,NA,NA,0,NA,NA,
SRR8651655,chen2019;gomes2021,,SRR8651655,NA,NA,0,NA,NA,
SRR8651654,chen2019;gomes2021,,SRR8651654,NA,NA,1,NA,NA,
SRR8651657,chen2019;gomes2021,,SRR8651657,NA,NA,0,NA,NA,
SRR8651656,chen2019;gomes2021,,SRR8651656,NA,NA,0,NA,NA,
SRR8651659,chen2019;gomes2021,,SRR8651659,NA,NA,0,NA,NA,
SRR8651658,chen2019;gomes2021,,SRR8651658,NA,NA,0,NA,NA,
SRR8651661,chen2019;gomes2021,,SRR8651661,NA,NA,0,NA,NA,
SRR8651660,chen2019;gomes2021,,SRR8651660,NA,NA,0,NA,NA,
SRR8651653,chen2019;gomes2021,,SRR8651653,NA,NA,0,NA,NA,
SRR8651652,chen2019;gomes2021,,SRR8651652,NA,NA,0,NA,NA,
SRR8651572,chen2019;gomes2021,,SRR8651572,NA,NA,0,NA,NA,
SRR8651573,chen2019;gomes2021,,SRR8651573,NA,NA,0,NA,NA,
SRR8651570,chen2019;gomes2021,,SRR8651570,NA,NA,0,NA,NA,
SRR8651571,chen2019;gomes2021,,SRR8651571,NA,NA,0,NA,NA,
SRR8651576,chen2019;gomes2021,,SRR8651576,NA,NA,0,NA,NA,
SRR8651577,chen2019;gomes2021,,SRR8651577,NA,NA,0,NA,NA,
SRR8651574,chen2019;gomes2021,,SRR8651574,NA,NA,0,NA,NA,
SRR8651575,chen2019;gomes2021,,SRR8651575,NA,NA,0,NA,NA,
SRR8651567,chen2019;gomes2021,,SRR8651567,NA,NA,0,NA,NA,
SRR8651568,chen2019;gomes2021,,SRR8651568,NA,NA,0,NA,NA,
SRR8651591,chen2019;gomes2021,,SRR8651591,NA,NA,0,NA,NA,
SRR8651590,chen2019;gomes2021,,SRR8651590,NA,NA,0,NA,NA,
SRR8651589,chen2019;gomes2021,,SRR8651589,NA,NA,0,NA,NA,
SRR8651588,chen2019;gomes2021,,SRR8651588,NA,NA,0,NA,NA,
SRR8651587,chen2019;gomes2021,,SRR8651587,NA,NA,0,NA,NA,
SRR8651586,chen2019;gomes2021,,SRR8651586,NA,NA,0,NA,NA,
SRR8651585,chen2019;gomes2021,,SRR8651585,NA,NA,0,NA,NA,
SRR8651584,chen2019;gomes2021,,SRR8651584,NA,NA,0,NA,NA,
SRR8651583,chen2019;gomes2021,,SRR8651583,NA,NA,0,NA,NA,
SRR8651582,chen2019;gomes2021,,SRR8651582,NA,NA,1,NA,NA,
SRR8651594,chen2019;gomes2021,,SRR8651594,NA,NA,0,NA,NA,
SRR8651595,chen2019;gomes2021,,SRR8651595,NA,NA,0,NA,NA,
SRR8651596,chen2019;gomes2021,,SRR8651596,NA,NA,1,NA,NA,
SRR8651597,chen2019;gomes2021,,SRR8651597,NA,NA,1,NA,NA,
SRR8651598,chen2019;gomes2021,,SRR8651598,NA,NA,0,NA,NA,
SRR8651599,chen2019;gomes2021,,SRR8651599,NA,NA,0,NA,NA,
SRR8651600,chen2019;gomes2021,,SRR8651600,NA,NA,0,NA,NA,
SRR8651601,chen2019;gomes2021,,SRR8651601,NA,NA,0,NA,NA,
SRR8651592,chen2019;gomes2021,,SRR8651592,NA,NA,0,NA,NA,
SRR8651593,chen2019;gomes2021,,SRR8651593,NA,NA,0,NA,NA,
SRR8651607,chen2019;gomes2021,,SRR8651607,NA,NA,0,NA,NA,
SRR8651609,chen2019;gomes2021,,SRR8651609,NA,NA,0,NA,NA,
SRR8651608,chen2019;gomes2021,,SRR8651608,NA,NA,0,NA,NA,
SRR8651603,chen2019;gomes2021,,SRR8651603,NA,NA,0,NA,NA,
SRR8651602,chen2019;gomes2021,,SRR8651602,NA,NA,0,NA,NA,
SRR8651605,chen2019;gomes2021,,SRR8651605,NA,NA,0,NA,NA,
SRR8651611,chen2019;gomes2021,,SRR8651611,NA,NA,0,NA,NA,
SRR8651610,chen2019;gomes2021,,SRR8651610,NA,NA,0,NA,NA,
SRR8651618,chen2019;gomes2021,,SRR8651618,NA,NA,0,NA,NA,
SRR8651614,chen2019;gomes2021,,SRR8651614,NA,NA,0,NA,NA,
SRR8651615,chen2019;gomes2021,,SRR8651615,NA,NA,0,NA,NA,
SRR8651612,chen2019;gomes2021,,SRR8651612,NA,NA,0,NA,NA,
SRR8651613,chen2019;gomes2021,,SRR8651613,NA,NA,0,NA,NA,
SRR8651620,chen2019;gomes2021,,SRR8651620,NA,NA,0,NA,NA,
SRR8651621,chen2019;gomes2021,,SRR8651621,NA,NA,0,NA,NA,
SRR8651569,chen2019;gomes2021,,SRR8651569,NA,NA,0,NA,NA,
SRR8651565,chen2019;gomes2021,,SRR8651565,NA,NA,0,NA,NA,
SRR8651564,chen2019;gomes2021,,SRR8651564,NA,NA,0,NA,NA,
SRR8651580,chen2019;gomes2021,,SRR8651580,NA,NA,0,NA,NA,
SRR8651579,chen2019;gomes2021,,SRR8651579,NA,NA,1,NA,NA,
SRR8651578,chen2019;gomes2021,,SRR8651578,NA,NA,0,NA,NA,
SRR8651663,chen2019;gomes2021,,SRR8651663,NA,NA,0,NA,NA,
SRR8651636,chen2019;gomes2021,,SRR8651636,NA,NA,0,NA,NA,
SRR8651637,chen2019;gomes2021,,SRR8651637,NA,NA,0,NA,NA,
SRR8651638,chen2019;gomes2021,,SRR8651638,NA,NA,0,NA,NA,
SRR8651639,chen2019;gomes2021,,SRR8651639,NA,NA,0,NA,NA,
SRR8651632,chen2019;gomes2021,,SRR8651632,NA,NA,0,NA,NA,
SRR8651634,chen2019;gomes2021,,SRR8651634,NA,NA,0,NA,NA,
SRR8651640,chen2019;gomes2021,,SRR8651640,NA,NA,0,NA,NA,
SRR8651641,chen2019;gomes2021,,SRR8651641,NA,NA,0,NA,NA,
SRR8651627,chen2019;gomes2021,,SRR8651627,NA,NA,0,NA,NA,
SRR8651626,chen2019;gomes2021,,SRR8651626,NA,NA,0,NA,NA,
SRR8651625,chen2019;gomes2021,,SRR8651625,NA,NA,0,NA,NA,
SRR8651624,chen2019;gomes2021,,SRR8651624,NA,NA,0,NA,NA,
SRR8651631,chen2019;gomes2021,,SRR8651631,NA,NA,0,NA,NA,
SRR8651630,chen2019;gomes2021,,SRR8651630,NA,NA,0,NA,NA,
SRR8651629,chen2019;gomes2021,,SRR8651629,NA,NA,0,NA,NA,
SRR8651628,chen2019;gomes2021,,SRR8651628,NA,NA,0,NA,NA,
SRR8651623,chen2019;gomes2021,,SRR8651623,NA,NA,0,NA,NA,
SRR8651622,chen2019;gomes2021,,SRR8651622,NA,NA,0,NA,NA,
ERR2864235,gomes2021;macedo2019,,ERR2864235,PRJEB29446,NA,NA,0,NA,
ERR2864288,gomes2021;macedo2019,,ERR2864288,PRJEB29446,NA,NA,0,NA,
ERR2864247,gomes2021;macedo2019,,ERR2864247,PRJEB29446,NA,NA,0,NA,
ERR2864239,gomes2021;macedo2019,,ERR2864239,PRJEB29446,NA,NA,0,NA,
ERR2864298,gomes2021;macedo2019,,ERR2864298,PRJEB29446,NA,NA,0,NA,
ERR2864238,gomes2021;macedo2019,,ERR2864238,PRJEB29446,NA,NA,0,NA,
ERR2864296,gomes2021;macedo2019,,ERR2864296,PRJEB29446,NA,NA,0,NA,
ERR2864263,gomes2021;macedo2019,,ERR2864263,PRJEB29446,NA,NA,0,NA,
ERR2864291,gomes2021;macedo2019,,ERR2864291,PRJEB29446,NA,NA,0,NA,
ERR2864265,gomes2021;macedo2019,,ERR2864265,PRJEB29446,NA,NA,0,NA,
ERR2864233,gomes2021;macedo2019,,ERR2864233,PRJEB29446,NA,NA,0,NA,
ERR2864218,gomes2021;macedo2019,,ERR2864218,PRJEB29446,NA,NA,0,NA,
ERR2864225,gomes2021;macedo2019,,ERR2864225,PRJEB29446,NA,NA,0,NA,
ERR2864234,gomes2021;macedo2019,,ERR2864234,PRJEB29446,NA,NA,0,NA,
ERR2864240,gomes2021;macedo2019,,ERR2864240,PRJEB29446,NA,NA,0,NA,
ERR2864264,gomes2021;macedo2019,,ERR2864264,PRJEB29446,NA,NA,0,NA,
ERR2864250,gomes2021;macedo2019,,ERR2864250,PRJEB29446,NA,NA,0,NA,
ERR2864292,gomes2021;macedo2019,,ERR2864292,PRJEB29446,NA,NA,0,NA,
ERR2864256,gomes2021;macedo2019,,ERR2864256,PRJEB29446,NA,NA,0,NA,
ERR2864242,gomes2021;macedo2019,,ERR2864242,PRJEB29446,NA,NA,0,NA,
ERR2864257,gomes2021;macedo2019,,ERR2864257,PRJEB29446,NA,NA,0,NA,
