sample_id,study_name,PMID,sample_accession,study_accession,bedaquiline,clofazimine,linezolid,delamanid,delamanid
ERR2864254,gomes2021;macedo2019,,ERR2864254,PRJEB29446,NA,NA,0,NA,
ERR2864295,gomes2021;macedo2019,,ERR2864295,PRJEB29446,NA,NA,0,NA,
ERR2864231,gomes2021;macedo2019,,ERR2864231,PRJEB29446,NA,NA,0,NA,
ERR2864278,gomes2021;macedo2019,,ERR2864278,PRJEB29446,NA,NA,0,NA,
ERR2864267,gomes2021;macedo2019,,ERR2864267,PRJEB29446,NA,NA,0,NA,
ERR2864221,gomes2021;macedo2019,,ERR2864221,PRJEB29446,NA,NA,0,NA,
ERR2864276,gomes2021;macedo2019,,ERR2864276,PRJEB29446,NA,NA,0,NA,
ERR2864289,gomes2021;macedo2019,,ERR2864289,PRJEB29446,NA,NA,0,NA,
ERR2864244,gomes2021;macedo2019,,ERR2864244,PRJEB29446,NA,NA,0,NA,
ERR2864224,gomes2021;macedo2019,,ERR2864224,PRJEB29446,NA,NA,0,NA,
ERR2864290,gomes2021;macedo2019,,ERR2864290,PRJEB29446,NA,NA,0,NA,
ERR2864216,gomes2021;macedo2019,,ERR2864216,PRJEB29446,NA,NA,0,NA,
ERR2864217,gomes2021;macedo2019,,ERR2864217,PRJEB29446,NA,NA,0,NA,
ERR2864248,gomes2021;macedo2019,,ERR2864248,PRJEB29446,NA,NA,0,NA,
ERR2864219,gomes2021;macedo2019,,ERR2864219,PRJEB29446,NA,NA,0,NA,
ERR2864279,gomes2021;macedo2019,,ERR2864279,PRJEB29446,NA,NA,0,NA,
ERR2864246,gomes2021;macedo2019,,ERR2864246,PRJEB29446,NA,NA,0,NA,
ERR2864259,gomes2021;macedo2019,,ERR2864259,PRJEB29446,NA,NA,0,NA,
ERR2864252,gomes2021;macedo2019,,ERR2864252,PRJEB29446,NA,NA,0,NA,
ERR2864272,gomes2021;macedo2019,,ERR2864272,PRJEB29446,NA,NA,0,NA,
ERR2864236,gomes2021;macedo2019,,ERR2864236,PRJEB29446,NA,NA,0,NA,
ERR2864260,gomes2021;macedo2019,,ERR2864260,PRJEB29446,NA,NA,0,NA,
ERR2864294,gomes2021;macedo2019,,ERR2864294,PRJEB29446,NA,NA,0,NA,
ERR2864223,gomes2021;macedo2019,,ERR2864223,PRJEB29446,NA,NA,0,NA,
ERR2864220,gomes2021;macedo2019,,ERR2864220,PRJEB29446,NA,NA,0,NA,
ERR2864243,gomes2021;macedo2019,,ERR2864243,PRJEB29446,NA,NA,0,NA,
ERR2864286,gomes2021;macedo2019,,ERR2864286,PRJEB29446,NA,NA,0,NA,
ERR2864293,gomes2021;macedo2019,,ERR2864293,PRJEB29446,NA,NA,0,NA,
ERR2864283,gomes2021;macedo2019,,ERR2864283,PRJEB29446,NA,NA,0,NA,
ERR2864227,gomes2021;macedo2019,,ERR2864227,PRJEB29446,NA,NA,0,NA,
ERR2864271,gomes2021;macedo2019,,ERR2864271,PRJEB29446,NA,NA,0,NA,
ERR2864275,gomes2021;macedo2019,,ERR2864275,PRJEB29446,NA,NA,0,NA,
ERR2864253,gomes2021;macedo2019,,ERR2864253,PRJEB29446,NA,NA,0,NA,
ERR2864268,gomes2021;macedo2019,,ERR2864268,PRJEB29446,NA,NA,0,NA,
ERR2864226,gomes2021;macedo2019,,ERR2864226,PRJEB29446,NA,NA,0,NA,
ERR2864255,gomes2021;macedo2019,,ERR2864255,PRJEB29446,NA,NA,0,NA,
ERR2864245,gomes2021;macedo2019,,ERR2864245,PRJEB29446,NA,NA,0,NA,
ERR2864228,gomes2021;macedo2019,,ERR2864228,PRJEB29446,NA,NA,0,NA,
ERR2864232,gomes2021;macedo2019,,ERR2864232,PRJEB29446,NA,NA,0,NA,
ERR2864258,gomes2021;macedo2019,,ERR2864258,PRJEB29446,NA,NA,0,NA,
ERR2864273,gomes2021;macedo2019,,ERR2864273,PRJEB29446,NA,NA,0,NA,
ERR2864285,gomes2021;macedo2019,,ERR2864285,PRJEB29446,NA,NA,0,NA,
ERR2864241,gomes2021;macedo2019,,ERR2864241,PRJEB29446,NA,NA,0,NA,
ERR2864269,gomes2021;macedo2019,,ERR2864269,PRJEB29446,NA,NA,0,NA,
ERR2864237,gomes2021;macedo2019,,ERR2864237,PRJEB29446,NA,NA,0,NA,
ERR2864262,gomes2021;macedo2019,,ERR2864262,PRJEB29446,NA,NA,0,NA,
ERR2864222,gomes2021;macedo2019,,ERR2864222,PRJEB29446,NA,NA,0,NA,
ERR2864230,gomes2021;macedo2019,,ERR2864230,PRJEB29446,NA,NA,0,NA,
ERR2864251,gomes2021;macedo2019,,ERR2864251,PRJEB29446,NA,NA,0,NA,
ERR2864280,gomes2021;macedo2019,,ERR2864280,PRJEB29446,NA,NA,0,NA,
ERR2864266,gomes2021;macedo2019,,ERR2864266,PRJEB29446,NA,NA,0,NA,
ERR2864282,gomes2021;macedo2019,,ERR2864282,PRJEB29446,NA,NA,0,NA,
ERR2864274,gomes2021;macedo2019,,ERR2864274,PRJEB29446,NA,NA,0,NA,
ERR2864287,gomes2021;macedo2019,,ERR2864287,PRJEB29446,NA,NA,0,NA,
ERR2864284,gomes2021;macedo2019,,ERR2864284,PRJEB29446,NA,NA,1,NA,
ERR2864281,gomes2021;macedo2019,,ERR2864281,PRJEB29446,NA,NA,0,NA,
ERR1952141,gomes2021,,ERR1952141,PRJEB15076,NA,0,NA,NA,
ERR1952142,gomes2021,,ERR1952142,PRJEB15076,NA,0,NA,NA,
ERR1873542,gomes2021,,ERR1873542,PRJEB14199,NA,0,0,NA,
ERR1873536,gomes2021,,ERR1873536,PRJEB14199,NA,0,0,NA,
ERR1873525,gomes2021,,ERR1873525,PRJEB14199,NA,0,0,NA,
ERR1873528,gomes2021,,ERR1873528,PRJEB14199,NA,0,0,NA,
ERR1873531,gomes2021,,ERR1873531,PRJEB14199,NA,0,0,NA,
ERR1873530,gomes2021,,ERR1873530,PRJEB14199,NA,0,0,NA,
ERR1873532,gomes2021,,ERR1873532,PRJEB14199,NA,0,0,NA,
ERR1873534,gomes2021,,ERR1873534,PRJEB14199,NA,0,0,NA,
ERR1873526,gomes2021,,ERR1873526,PRJEB14199,NA,0,0,NA,
ERR1873537,gomes2021,,ERR1873537,PRJEB14199,NA,0,0,NA,
ERR1873533,gomes2021,,ERR1873533,PRJEB14199,NA,0,0,NA,
ERR1873538,gomes2021,,ERR1873538,PRJEB14199,NA,0,0,NA,
ERR1873521,gomes2021,,ERR1873521,PRJEB14199,NA,0,0,NA,
ERR1873539,gomes2021,,ERR1873539,PRJEB14199,NA,0,0,NA,
ERR1873540,gomes2021,,ERR1873540,PRJEB14199,NA,0,0,NA,
ERR1873541,gomes2021,,ERR1873541,PRJEB14199,NA,0,0,NA,
ERR1873543,gomes2021,,ERR1873543,PRJEB14199,NA,0,0,NA,
ERR1873550,gomes2021,,ERR1873550,PRJEB14199,NA,0,0,NA,
ERR1873544,gomes2021,,ERR1873544,PRJEB14199,NA,0,0,NA,
ERR1873545,gomes2021,,ERR1873545,PRJEB14199,NA,0,0,NA,
ERR1873546,gomes2021,,ERR1873546,PRJEB14199,NA,0,0,NA,
ERR1873529,gomes2021,,ERR1873529,PRJEB14199,NA,0,0,NA,
ERR1873535,gomes2021,,ERR1873535,PRJEB14199,NA,0,0,NA,
ERR1873547,gomes2021,,ERR1873547,PRJEB14199,NA,0,0,NA,
ERR1873551,gomes2021,,ERR1873551,PRJEB14199,NA,0,0,NA,
ERR1873524,gomes2021,,ERR1873524,PRJEB14199,NA,0,0,NA,
ERR1873527,gomes2021,,ERR1873527,PRJEB14199,NA,0,0,NA,
ERR1873523,gomes2021,,ERR1873523,PRJEB14199,NA,0,0,NA,
ERR1873548,gomes2021,,ERR1873548,PRJEB14199,NA,0,0,NA,
ERR1873522,gomes2021,,ERR1873522,PRJEB14199,NA,0,0,NA,
ERR1873553,gomes2021,,ERR1873553,PRJEB14199,NA,0,0,NA,
ERR1873447,gomes2021,,ERR1873447,PRJEB14199,NA,0,0,NA,
ERR1873470,gomes2021,,ERR1873470,PRJEB14199,NA,0,0,NA,
ERR1873554,gomes2021,,ERR1873554,PRJEB14199,NA,0,0,NA,
ERR1873552,gomes2021,,ERR1873552,PRJEB14199,NA,0,0,NA,
ERR1873556,gomes2021,,ERR1873556,PRJEB14199,NA,0,0,NA,
ERR1873436,gomes2021,,ERR1873436,PRJEB14199,NA,0,0,NA,
ERR1873558,gomes2021,,ERR1873558,PRJEB14199,NA,0,0,NA,
ERR1873564,gomes2021,,ERR1873564,PRJEB14199,NA,0,0,NA,
ERR1873448,gomes2021,,ERR1873448,PRJEB14199,NA,0,0,NA,
ERR1873442,gomes2021,,ERR1873442,PRJEB14199,NA,0,0,NA,
ERR1873444,gomes2021,,ERR1873444,PRJEB14199,NA,0,0,NA,
ERR1873559,gomes2021,,ERR1873559,PRJEB14199,NA,0,0,NA,
ERR1873565,gomes2021,,ERR1873565,PRJEB14199,NA,0,0,NA,
ERR1873464,gomes2021,,ERR1873464,PRJEB14199,NA,0,0,NA,
ERR1873450,gomes2021,,ERR1873450,PRJEB14199,NA,0,0,NA,
ERR1873451,gomes2021,,ERR1873451,PRJEB14199,NA,0,0,NA,
ERR1873449,gomes2021,,ERR1873449,PRJEB14199,NA,0,0,NA,
ERR1873452,gomes2021,,ERR1873452,PRJEB14199,NA,0,0,NA,
ERR1873454,gomes2021,,ERR1873454,PRJEB14199,NA,0,0,NA,
ERR1873443,gomes2021,,ERR1873443,PRJEB14199,NA,0,0,NA,
ERR1873456,gomes2021,,ERR1873456,PRJEB14199,NA,0,0,NA,
ERR1873458,gomes2021,,ERR1873458,PRJEB14199,NA,0,0,NA,
ERR1873455,gomes2021,,ERR1873455,PRJEB14199,NA,0,0,NA,
ERR1873457,gomes2021,,ERR1873457,PRJEB14199,NA,0,0,NA,
ERR1873429,gomes2021,,ERR1873429,PRJEB14199,NA,0,0,NA,
ERR1873453,gomes2021,,ERR1873453,PRJEB14199,NA,0,0,NA,
ERR1873462,gomes2021,,ERR1873462,PRJEB14199,NA,0,0,NA,
ERR1873460,gomes2021,,ERR1873460,PRJEB14199,NA,1,0,NA,
ERR1873467,gomes2021,,ERR1873467,PRJEB14199,NA,0,0,NA,
ERR1873466,gomes2021,,ERR1873466,PRJEB14199,NA,0,0,NA,
ERR1873469,gomes2021,,ERR1873469,PRJEB14199,NA,0,0,NA,
ERR1873465,gomes2021,,ERR1873465,PRJEB14199,NA,0,0,NA,
ERR1873471,gomes2021,,ERR1873471,PRJEB14199,NA,0,0,NA,
ERR1873468,gomes2021,,ERR1873468,PRJEB14199,NA,0,0,NA,
ERR1873473,gomes2021,,ERR1873473,PRJEB14199,NA,0,0,NA,
ERR1873472,gomes2021,,ERR1873472,PRJEB14199,NA,0,0,NA,
ERR1873438,gomes2021,,ERR1873438,PRJEB14199,NA,0,0,NA,
ERR1873439,gomes2021,,ERR1873439,PRJEB14199,NA,0,0,NA,
ERR1873474,gomes2021,,ERR1873474,PRJEB14199,NA,0,0,NA,
ERR1873506,gomes2021,,ERR1873506,PRJEB14199,NA,0,0,NA,
ERR1873475,gomes2021,,ERR1873475,PRJEB14199,NA,0,0,NA,
ERR1873477,gomes2021,,ERR1873477,PRJEB14199,NA,0,0,NA,
ERR1873507,gomes2021,,ERR1873507,PRJEB14199,NA,0,0,NA,
ERR1873478,gomes2021,,ERR1873478,PRJEB14199,NA,0,0,NA,
ERR1873479,gomes2021,,ERR1873479,PRJEB14199,NA,0,0,NA,
ERR1873441,gomes2021,,ERR1873441,PRJEB14199,NA,0,0,NA,
ERR1873481,gomes2021,,ERR1873481,PRJEB14199,NA,0,0,NA,
ERR1873486,gomes2021,,ERR1873486,PRJEB14199,NA,0,0,NA,
ERR1873487,gomes2021,,ERR1873487,PRJEB14199,NA,0,0,NA,
ERR1873483,gomes2021,,ERR1873483,PRJEB14199,NA,0,0,NA,
ERR1873484,gomes2021,,ERR1873484,PRJEB14199,NA,0,0,NA,
ERR1873489,gomes2021,,ERR1873489,PRJEB14199,NA,0,0,NA,
ERR1873485,gomes2021,,ERR1873485,PRJEB14199,NA,0,0,NA,
ERR1873490,gomes2021,,ERR1873490,PRJEB14199,NA,0,0,NA,
ERR1873505,gomes2021,,ERR1873505,PRJEB14199,NA,0,0,NA,
ERR1873491,gomes2021,,ERR1873491,PRJEB14199,NA,0,0,NA,
ERR1873493,gomes2021,,ERR1873493,PRJEB14199,NA,0,0,NA,
ERR1873494,gomes2021,,ERR1873494,PRJEB14199,NA,0,0,NA,
ERR1873495,gomes2021,,ERR1873495,PRJEB14199,NA,0,0,NA,
ERR1873488,gomes2021,,ERR1873488,PRJEB14199,NA,0,0,NA,
ERR1873499,gomes2021,,ERR1873499,PRJEB14199,NA,0,0,NA,
ERR1873504,gomes2021,,ERR1873504,PRJEB14199,NA,0,0,NA,
ERR1873500,gomes2021,,ERR1873500,PRJEB14199,NA,0,0,NA,
ERR1873497,gomes2021,,ERR1873497,PRJEB14199,NA,0,0,NA,
ERR1873562,gomes2021,,ERR1873562,PRJEB14199,NA,0,0,NA,
ERR1873498,gomes2021,,ERR1873498,PRJEB14199,NA,0,0,NA,
ERR1873502,gomes2021,,ERR1873502,PRJEB14199,NA,0,0,NA,
ERR1873503,gomes2021,,ERR1873503,PRJEB14199,NA,0,0,NA,
ERR1873512,gomes2021,,ERR1873512,PRJEB14199,NA,0,0,NA,
ERR1873508,gomes2021,,ERR1873508,PRJEB14199,NA,0,0,NA,
ERR1873510,gomes2021,,ERR1873510,PRJEB14199,NA,0,0,NA,
ERR1873517,gomes2021,,ERR1873517,PRJEB14199,NA,0,0,NA,
ERR1873514,gomes2021,,ERR1873514,PRJEB14199,NA,0,0,NA,
ERR1873515,gomes2021,,ERR1873515,PRJEB14199,NA,0,0,NA,
ERR1873520,gomes2021,,ERR1873520,PRJEB14199,NA,0,0,NA,
ERR1873496,gomes2021,,ERR1873496,PRJEB14199,NA,0,0,NA,
ERR1873518,gomes2021,,ERR1873518,PRJEB14199,NA,0,0,NA,
ERR1873519,gomes2021,,ERR1873519,PRJEB14199,NA,0,0,NA,
ERR1873516,gomes2021,,ERR1873516,PRJEB14199,NA,0,0,NA,
ERR1873509,gomes2021,,ERR1873509,PRJEB14199,NA,0,0,NA,
ERR1873501,gomes2021,,ERR1873501,PRJEB14199,NA,0,0,NA,
ERR4872280,chesov2021,,ERR4872280,PRJEB41518,0,0,0,NA,
ERR4872337,chesov2021,,ERR4872337,PRJEB41518,0,0,0,NA,
ERR4872347,chesov2021,,ERR4872347,PRJEB41518,1,1,0,NA,
ERR4872336,chesov2021,,ERR4872336,PRJEB41518,0,0,0,NA,
ERR4872283,chesov2021,,ERR4872283,PRJEB41518,0,0,0,NA,
ERR4872300,chesov2021,,ERR4872300,PRJEB41518,0,0,0,NA,
ERR4872275,chesov2021,,ERR4872275,PRJEB41518,0,0,1,NA,
ERR4872346,chesov2021,,ERR4872346,PRJEB41518,0,0,0,NA,
ERR4872328,chesov2021,,ERR4872328,PRJEB41518,0,0,0,NA,
ERR4872316,chesov2021,,ERR4872316,PRJEB41518,0,0,0,NA,
ERR4872272,chesov2021,,ERR4872272,PRJEB41518,0,0,1,NA,
ERR4872298,chesov2021,,ERR4872298,PRJEB41518,0,0,1,NA,
ERR4872331,chesov2021,,ERR4872331,PRJEB41518,0,0,0,NA,
ERR4872289,chesov2021,,ERR4872289,PRJEB41518,0,0,0,NA,
ERR4872285,chesov2021,,ERR4872285,PRJEB41518,0,0,0,NA,
ERR4872309,chesov2021,,ERR4872309,PRJEB41518,0,0,0,NA,
ERR4872319,chesov2021,,ERR4872319,PRJEB41518,1,0,0,NA,
ERR4872302,chesov2021,,ERR4872302,PRJEB41518,0,0,0,NA,
ERR4872317,chesov2021,,ERR4872317,PRJEB41518,0,0,1,NA,
ERR4872332,chesov2021,,ERR4872332,PRJEB41518,0,0,1,NA,
ERR4872342,chesov2021,,ERR4872342,PRJEB41518,0,0,0,NA,
ERR4872329,chesov2021,,ERR4872329,PRJEB41518,0,0,0,NA,
ERR4872311,chesov2021,,ERR4872311,PRJEB41518,0,0,0,NA,
ERR4872335,chesov2021,,ERR4872335,PRJEB41518,0,0,0,NA,
ERR4872303,chesov2021,,ERR4872303,PRJEB41518,0,0,1,NA,
ERR4872355,chesov2021,,ERR4872355,PRJEB41518,0,0,0,NA,
ERR4872330,chesov2021,,ERR4872330,PRJEB41518,0,0,0,NA,
ERR4872357,chesov2021,,ERR4872357,PRJEB41518,0,0,0,NA,
ERR4872326,chesov2021,,ERR4872326,PRJEB41518,0,0,0,NA,
ERR4872294,chesov2021,,ERR4872294,PRJEB41518,0,0,0,NA,
ERR4872304,chesov2021,,ERR4872304,PRJEB41518,0,0,0,NA,
ERR4872315,chesov2021,,ERR4872315,PRJEB41518,0,0,0,NA,
ERR4872354,chesov2021,,ERR4872354,PRJEB41518,0,0,0,NA,
ERR4872270,chesov2021,,ERR4872270,PRJEB41518,0,0,0,NA,
ERR4872341,chesov2021,,ERR4872341,PRJEB41518,0,0,0,NA,
ERR4872265,chesov2021,,ERR4872265,PRJEB41518,0,0,0,NA,
ERR4872281,chesov2021,,ERR4872281,PRJEB41518,0,0,0,NA,
ERR4872266,chesov2021,,ERR4872266,PRJEB41518,0,0,0,NA,
ERR4872273,chesov2021,,ERR4872273,PRJEB41518,0,0,0,NA,
ERR4872264,chesov2021,,ERR4872264,PRJEB41518,0,0,1,NA,
ERR4872293,chesov2021,,ERR4872293,PRJEB41518,1,0,1,NA,
ERR4872306,chesov2021,,ERR4872306,PRJEB41518,0,0,0,NA,
ERR4872286,chesov2021,,ERR4872286,PRJEB41518,0,0,0,NA,
ERR4872344,chesov2021,,ERR4872344,PRJEB41518,0,0,0,NA,
ERR4872299,chesov2021,,ERR4872299,PRJEB41518,1,1,1,NA,
ERR4872338,chesov2021,,ERR4872338,PRJEB41518,0,0,0,NA,
ERR4872287,chesov2021,,ERR4872287,PRJEB41518,0,0,0,NA,
ERR4872349,chesov2021,,ERR4872349,PRJEB41518,0,0,0,NA,
ERR4872274,chesov2021,,ERR4872274,PRJEB41518,0,0,0,NA,
ERR4872278,chesov2021,,ERR4872278,PRJEB41518,0,0,0,NA,
ERR4872261,chesov2021,,ERR4872261,PRJEB41518,0,0,0,NA,
ERR4872269,chesov2021,,ERR4872269,PRJEB41518,1,0,1,NA,
ERR4872305,chesov2021,,ERR4872305,PRJEB41518,0,0,0,NA,
ERR4872334,chesov2021,,ERR4872334,PRJEB41518,0,0,0,NA,
ERR4872297,chesov2021,,ERR4872297,PRJEB41518,0,0,1,NA,
ERR4872348,chesov2021,,ERR4872348,PRJEB41518,0,0,0,NA,
ERR4872356,chesov2021,,ERR4872356,PRJEB41518,0,0,0,NA,
ERR4872277,chesov2021,,ERR4872277,PRJEB41518,0,0,0,NA,
ERR4872320,chesov2021,,ERR4872320,PRJEB41518,0,0,0,NA,
ERR4872339,chesov2021,,ERR4872339,PRJEB41518,0,0,0,NA,
ERR4872263,chesov2021,,ERR4872263,PRJEB41518,0,0,0,NA,
ERR4872276,chesov2021,,ERR4872276,PRJEB41518,0,0,0,NA,
ERR4872318,chesov2021,,ERR4872318,PRJEB41518,0,0,0,NA,
ERR4872308,chesov2021,,ERR4872308,PRJEB41518,0,0,0,NA,
ERR4872323,chesov2021,,ERR4872323,PRJEB41518,0,0,0,NA,
ERR4872314,chesov2021,,ERR4872314,PRJEB41518,0,0,0,NA,
ERR4872310,chesov2021,,ERR4872310,PRJEB41518,0,0,0,NA,
ERR4872288,chesov2021,,ERR4872288,PRJEB41518,0,0,0,NA,
ERR4872321,chesov2021,,ERR4872321,PRJEB41518,0,0,0,NA,
ERR4872307,chesov2021,,ERR4872307,PRJEB41518,0,0,0,NA,
ERR4872290,chesov2021,,ERR4872290,PRJEB41518,0,0,0,NA,
ERR4872284,chesov2021,,ERR4872284,PRJEB41518,0,0,0,NA,
ERR4872325,chesov2021,,ERR4872325,PRJEB41518,0,0,1,NA,
ERR4872340,chesov2021,,ERR4872340,PRJEB41518,0,0,0,NA,
ERR4872343,chesov2021,,ERR4872343,PRJEB41518,0,0,0,NA,
ERR4872313,chesov2021,,ERR4872313,PRJEB41518,0,0,0,NA,
ERR4872267,chesov2021,,ERR4872267,PRJEB41518,0,0,0,NA,
ERR4872350,chesov2021,,ERR4872350,PRJEB41518,0,0,0,NA,
ERR4872322,chesov2021,,ERR4872322,PRJEB41518,0,0,0,NA,
ERR4872301,chesov2021,,ERR4872301,PRJEB41518,0,0,1,NA,
ERR4872312,chesov2021,,ERR4872312,PRJEB41518,1,0,1,NA,
ERR4872292,chesov2021,,ERR4872292,PRJEB41518,0,0,1,NA,
ERR4872353,chesov2021,,ERR4872353,PRJEB41518,0,0,0,NA,
ERR4872295,chesov2021,,ERR4872295,PRJEB41518,0,0,1,NA,
ERR4872271,chesov2021,,ERR4872271,PRJEB41518,1,1,1,NA,
ERR4872327,chesov2021,,ERR4872327,PRJEB41518,0,0,0,NA,
ERR4872352,chesov2021,,ERR4872352,PRJEB41518,0,0,0,NA,
ERR4872279,chesov2021,,ERR4872279,PRJEB41518,0,0,0,NA,
ERR4872324,chesov2021,,ERR4872324,PRJEB41518,0,0,0,NA,
ERR4872333,chesov2021,,ERR4872333,PRJEB41518,0,0,0,NA,
ERR4872345,chesov2021,,ERR4872345,PRJEB41518,0,0,0,NA,
ERR4872268,chesov2021,,ERR4872268,PRJEB41518,0,0,0,NA,
ERR4872282,chesov2021,,ERR4872282,PRJEB41518,0,0,0,NA,
ERR4872351,chesov2021,,ERR4872351,PRJEB41518,0,0,0,NA,
ERR4872262,chesov2021,,ERR4872262,PRJEB41518,0,0,0,NA,
ERR4872291,chesov2021,,ERR4872291,PRJEB41518,0,0,0,NA,
ERR4872296,chesov2021,,ERR4872296,PRJEB41518,1,1,1,NA,
SRR8651606,chen2019,,SRR8651606,PRJNA522942,NA,0,NA,NA,
SRR8651604,chen2019,,SRR8651604,PRJNA522942,NA,0,NA,NA,
SRR8651619,chen2019,,SRR8651619,PRJNA522942,NA,0,NA,NA,
SRR8651566,chen2019,,SRR8651566,PRJNA522942,NA,0,NA,NA,
SRR8651581,chen2019,,SRR8651581,PRJNA522942,NA,0,NA,NA,
SRR8651662,chen2019,,SRR8651662,PRJNA522942,NA,0,NA,NA,
SRR8651635,chen2019,,SRR8651635,PRJNA522942,NA,0,NA,NA,
IEMDR04,roycroft2018,,IEMDR04,PRJEB15076,NA,0,NA,NA,
IEXDR1,roycroft2018,,IEXDR1,NA,NA,0,NA,NA,
IEMDR05,roycroft2018,,IEMDR05,PRJEB15076,NA,0,NA,NA,
IEMDR14,roycroft2018,,IEMDR14,PRJEB15076,NA,0,NA,NA,
IEMDR07,roycroft2018,,IEMDR07,PRJEB15076,NA,0,NA,NA,
IEMDR09,roycroft2018,,IEMDR09,PRJEB15076,NA,0,NA,NA,
IEMDR10,roycroft2018,,IEMDR10,PRJEB15076,NA,0,NA,NA,
IEMDR11,roycroft2018,,IEMDR11,PRJEB15076,NA,0,NA,NA,
IEMDR12,roycroft2018,,IEMDR12,PRJEB15076,NA,0,NA,NA,
IEMDR13,roycroft2018,,IEMDR13,PRJEB15076,NA,1,NA,NA,
IEMDR17,roycroft2018,,IEMDR17,PRJEB15076,NA,0,NA,NA,
IEMDR18,roycroft2018,,IEMDR18,PRJEB15076,NA,0,0,NA,
IEMDR19,roycroft2018,,IEMDR19,PRJEB15076,NA,0,NA,NA,
IEMDR20,roycroft2018,,IEMDR20,PRJEB15076,NA,0,0,NA,
IEMDR21,roycroft2018,,IEMDR21,PRJEB15076,NA,0,NA,NA,
IEMDR28,roycroft2018,,IEMDR28,PRJEB15076,NA,0,0,NA,
IEMDR24,roycroft2018,,IEMDR24,PRJEB15076,NA,NA,0,NA,
IEMDR29,roycroft2018,,IEMDR29,PRJEB15076,NA,NA,0,NA,
IEMDR30,roycroft2018,,IEMDR30,PRJEB15076,NA,NA,0,NA,
IEMDR31,roycroft2018,,IEMDR31,PRJEB15076,NA,NA,0,NA,
IEMDR32,roycroft2018,,IEMDR32,PRJEB15076,NA,1,0,NA,
IEMDR27,roycroft2018,,IEMDR27,PRJEB15076,NA,NA,0,NA,
IEMDR35,roycroft2018,,IEMDR35,PRJEB15076,NA,NA,0,NA,
ERR2864229,macedo2019,,ERR2864229,NA,NA,NA,0,NA,
ERR2864249,macedo2019,,ERR2864249,NA,NA,NA,0,NA,
ERR2864261,macedo2019,,ERR2864261,NA,NA,NA,0,NA,
ERR2864270,macedo2019,,ERR2864270,NA,NA,NA,0,NA,
ERR2864277,macedo2019,,ERR2864277,NA,NA,NA,0,NA,
ERR2864297,macedo2019,,ERR2864297,NA,NA,NA,0,NA,
SRR11098556,reichmuth2020,,SRR11098556,NA,NA,NA,NA,0,
SRR11098557,reichmuth2020,,SRR11098557,NA,NA,NA,NA,0,
SRR11098558,reichmuth2020,,SRR11098558,NA,NA,NA,NA,1,
SRR3724811,reichmuth2020,,SRR3724811,NA,NA,NA,NA,1,
SRR3725356,reichmuth2020,,SRR3725356,NA,NA,NA,NA,1,
SRR3725710,reichmuth2020,,SRR3725710,NA,NA,NA,NA,0,
SRR3725721,reichmuth2020,,SRR3725721,NA,NA,NA,NA,0,
SRR3732710,reichmuth2020,,SRR3732710,NA,NA,NA,NA,0,
SRR3732726,reichmuth2020,,SRR3732726,NA,NA,NA,NA,1,
SRR7517741,reichmuth2020,,SRR7517741,NA,NA,NA,NA,0,
SRR7517760,reichmuth2020,,SRR7517760,NA,NA,NA,NA,0,